id,namaResto,jenisResto,alamatResto,namaProduk,kadunganNutrisi (kal),hargaProduk,gambarProduk-src,coordinates
1,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng Telor Dadar + Teh Pucuk,701.0,34000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
2,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ayam Goreng Tanpa Nasi,270.0,20000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
3,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng,450.0,26000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
4,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng + Tahu Tempe,533.0,30000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
5,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng + Sate Kulit,918.0,30000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
6,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ikan Lele Goreng,308.0,22000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
7,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ikan Lele Goreng Tanpa Nasi,105.0,17000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
8,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Telor Dadar,93.0,6000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
9,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Putih,204.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
10,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng + Telor Rebus,457.0,16000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
11,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng Double + Telor Rebus,457.0,22000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
12,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng Double + Telur Campur,858.0,22000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
13,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng + Telur Campur,478.0,16000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
14,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Penyet Sambel Ijo + Tahu Tempe,517.0,30000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
15,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Bakar,371.0,27000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
16,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ayam Bakar Tanpa Nasi,167.0,21000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
17,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Bebek Goreng + Nasi,541.0,38000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
18,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Bebek Goreng Tanpa Nasi,337.0,31000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
19,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Lele Bakar,320.0,24000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
20,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Lele Bakar Tanpa Nasi,116.0,18000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
21,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nila Goreng + Nasi,332.0,27000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
22,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nila Goreng Tanpa Nasi,128.0,21000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
23,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ikan Kembung Goreng,371.0,26000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
24,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ikan Kembung Goreng,167.0,20000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
25,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Kol Goreng,62.0,5000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
26,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sambal Bawang / Korek,25.0,22000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
27,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Teri,370.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
28,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Bandeng,348.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
29,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Telor,277.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
30,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Usus,21.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
31,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Telur Puyuh,70.0,5000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
32,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Kepala Ayam,297.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
33,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sayap Ayam,137.0,8000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
34,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Bakso Ikan,160.0,4500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
35,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Bakso Sapi,140.0,4500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
36,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Otak-Otak,190.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
37,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Sosis,172.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
38,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Scallop,160.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
39,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Ati Ampela,145.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
40,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Jamur,45.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
41,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kerang,155.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
42,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kikil,100.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
43,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tahu Bacem,24.0,2500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
44,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tempe Bacem,49.0,2500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
45,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tempe Goreng Tepung,72.0,2500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
46,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tahu Goreng Tepung,35.0,2500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
47,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Krupuk Putih,65.0,2500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
48,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Krupuk Coklat,65.0,2500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
49,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Telor Dadar Bakar,93.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
50,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Telor Dadar Biasa,93.0,6000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
51,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Fishroll,75.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
52,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Orek Tempe,275.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
53,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kulit Ayam,154.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
54,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Bakwan,137.0,2500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
55,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Tongkol,257.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
56,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kornet,70.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
57,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Rolade,123.0,5500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
58,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Teh Manis,55.0,6000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
59,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Manis Panas,55.0,6000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
60,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Teh Tawar,2.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
61,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Tawar Panas,2.0,4000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
62,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Jeruk,112.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
63,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Jeruk Panas,112.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
64,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Pucuk,70.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
65,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Jeruk Nipis,61.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
66,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Jeruk Nipis Panas,61.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
67,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Nutrisari,45.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
68,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Wedang Jahe Panas,110.0,8000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
69,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Wedang Jahe,110.0,8000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
70,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Susu Jahe Panas,100.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
71,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Susu Jahe,100.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
72,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Jahe Panas,92.0,9000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
73,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Teh Jahe,92.0,9000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
74,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Jossu Es,120.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
75,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Aqua 600ml,0.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2183799, 106.819757)"
76,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Sate Domba Africa (Domba panggang),216.0,68000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
77,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Iga Domba Panggang,292.0,68000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
78,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Paket Hemat Nasi Domba,430.0,44200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
79,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Sop Domba,257.0,42500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
80,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Pisang goreng Loco,214.0,23800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
81,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Pisang Cokelat keju,214.0,27200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
82,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Paket Hemat Pisang Domba Panggang Africa,360.0,46800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
83,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Kari Domba (Lumb Curry),257.0,42500.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-6.2182252, 106.8196897)"
