id,namaResto,jenisResto,alamatResto,namaProduk,kadunganNutrisi (kal),hargaProduk,gambarProduk-src,coordinates
937,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Samurai Set B,383.0,231000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
938,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Sumo Set A,434.0,264000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
939,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Sumo Set B,348.0,297000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
940,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Salmon Combo Set,349.0,59400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
941,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Yamato Salmon Platter,442.0,151800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
942,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Ayumi Set,422.0,132000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
943,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Hiro Set,320.0,191400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
944,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Hana Set,382.0,283800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
945,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Mori Set,403.0,204600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
946,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Taro Set,416.0,277200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
947,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Yuki Set,411.0,264000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
948,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Merapi Roll,349.0,52800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
949,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Jumbo Salmon Roll 8pcs,409.0,79200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
950,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Fujiyama Roll,335.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
951,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Softshell Crab Roll,447.0,66000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
952,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tuna Crispy Dynamite,448.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
953,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",S.K.I Roll,437.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
954,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tempura Spicy Salmon Roll,404.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
955,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Spicy Tuna Roll,345.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
956,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Salmon Skin Roll,383.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
957,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Black Spider Roll,338.0,59400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
958,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Vegetarian Roll,394.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
959,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Samurai Roll,366.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
960,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tuna Roll,428.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
961,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Sakura Roll,435.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
962,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tuna Futomaki Roll,402.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
963,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Narudo Salad Roll,350.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
964,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Chicken Katsu Roll,324.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
965,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tako Roll,390.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
966,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Cheesy Salmon Roll,430.0,59400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
967,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Sunrise Roll,397.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
968,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Red Devil Roll,373.0,52800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
969,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Mozzarella Roll,336.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
970,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Hana Roll,379.0,52800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
971,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Crispy Dragon Roll,414.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
972,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Beef Cheese Roll,396.0,52800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
973,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Spicy Salmon Roll,384.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
974,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",California Roll,398.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
975,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Salmon Mentai Roll 8pcs,343.0,79200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
976,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Ryuujin Roll,445.0,52800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
977,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Golden Kawa Roll,327.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
978,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tiger Roll,425.0,66000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
979,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Snow Roll,372.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
980,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Ninja Roll,384.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
981,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Red Dragon Roll,380.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
982,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Jumbo Salmon Roll 4pcs,416.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
983,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Salmon Mentai Roll 4pcs,431.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
984,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Spicy Beef Roll,327.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
985,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Chicken Cheese Roll,303.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
986,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Spicy Octopus Roll,393.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
987,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Karito Roll,315.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
988,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Caterpillar Roll,449.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
989,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Nagasaki Roll,357.0,46200.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
990,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Salmon Maki,356.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
991,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tuna Mayo Maki,304.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
992,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tamago Maki,373.0,19800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
993,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Kani Maki,321.0,19800.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
994,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Ebi Maki,445.0,26400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
995,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Soft Shell Crab Maki,419.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
996,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tuna Salad Gunkan,409.0,23760.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
997,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Chuka Idako Gunkan,432.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
998,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Chuka Wakame Gunkan,362.0,23760.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
999,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Salmon Mayo Gunkan,314.0,26400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1000,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Spicy Salmon Gunkan,360.0,26400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1001,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Kanimayo Gunkan,306.0,23760.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1002,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tobikko Gunkan,402.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1003,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Plain Inari,315.0,26400.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1004,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tobikko Inari,333.0,39600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1005,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Kanimayo Inari,440.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1006,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Wakame Inari,447.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1007,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Tuna Salad Inari,311.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1008,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Salmon Mayo Inari,316.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
1009,"Peco Peco Sushi, Lippo Mall Sidoarjo",Jepang,"Lippo Mall Plaza, Lantai G Unit GF-25, Jl, Jati Raya, Sidoarjo Kota, Sidoarjo",Spicy Salmon Inari,384.0,33000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.4467606, 112.6974225)"
