id,namaResto,jenisResto,alamatResto,namaProduk,hargaProduk,gambarProduk-src
393,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Ayam Telur Puyuh,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
394,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Ceker Ayam,50000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
395,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Urat Sapi,50000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
396,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Rica,50000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
397,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Campur,48000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
398,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Kangkung,54000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
399,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Yi Fu Mie Seafood Small,60000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
400,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Yi Fu Mie Seafood,83000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
401,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Goreng Special,65000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
402,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Masak,66000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
403,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Masak Seafood,72000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
404,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Lomie,66000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
405,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Goreng Seafood,72000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
406,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bakmi Sapi,52000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
407,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / K.T. Ayam Spesial Naga,48000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
408,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun Ayam,45000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
409,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / K.T. Ayam Jamur,48000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
410,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / K.T. Ayam Bakso Sapi,54000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
411,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / K.T. Ayam Bakso Ikan,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
412,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / K.T. Ayam Pangsit Kuah / Pangsit Goreng,54000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
413,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / K.T. Goreng,58000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
414,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / KT Tek Tek Telur,33000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
415,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / KT Tek Tek Ayam,38000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
416,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiau Siram,66000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
417,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiau Sapi Lada Hitam,66000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
418,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / Kwetiaw Cap Cay,58000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
419,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun / Kwetiaw Goreng Special,65000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
420,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun/Kwetiaw Goreng Seafood,72000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
421,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun Swikiauw Kuah,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
422,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun Swikiauw Goreng,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
423,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun Ayam Telur Puyuh,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
424,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiauw Swikiauw Kuah,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
425,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiauw Swikiauw  Goreng,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
426,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiauw Ayam Telur Puyuh,55000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
427,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiauw Ca Daging Sapi,66000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
428,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiauw Urat Sapi,50000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
429,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Bihun Ayam Ca Jamur,58000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
430,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiauw Ayam,48000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
431,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kwetiauw Ayam Ca Jamur,58000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
432,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng,56000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
433,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Special,62000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
434,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Pete,65000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
435,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Ikan Asin,65000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
436,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Kepiting,65000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
437,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Sosis,56000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
438,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Katsu,56000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
439,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Udang,66000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
440,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Kambing,65000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
441,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Cap Cay Ayam,56000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
442,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Steak Daging,74000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
443,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Steak Ayam,67000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
444,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Fu Yung Hai,56000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
445,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Sapi Lada Hitam,73000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
446,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Ayam Mayonaise,68000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
447,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Ayam Goreng Mentega,68000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
448,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Tim Ayam,38000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
449,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Udang Asam Manis,72000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
450,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Putih,13000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
451,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Ayam Ca Jamur,56000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
452,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Cah Daging Sapi,68000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
453,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Seafood,66000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
454,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Goreng Seafood Kepiting,69000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
455,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Ca Sapi Jamur,73000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
456,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Sapi Mayonaise,73000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
457,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Sapi Cah Cabe,75000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
458,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Ayam Lemon,68000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
459,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Nasi Sapi,72000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
460,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Ayam Goreng Mentega,80000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
461,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Ayam Kuluyuk,80000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
462,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Ayam Nanking,80000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
463,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Ayam Goreng Kering,80000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
464,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Steak Ayam,88000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
465,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kulit Ayam Goreng Kering,56000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
466,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Kulit Ayam Goreng Mentega,60000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
467,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Juice Alpukat,35000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
468,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Air Jeruk Murni,38000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
469,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Jeruk Kelapa,42000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
470,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Kelapa Muda,35000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
471,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Juice Jeruk,35000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
472,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Juice Melon,35000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
473,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Juice Wortel,33000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
474,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Juice Tomat,33000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
475,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Jeruk,34000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
476,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Alpukat,34000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
477,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Campur,34000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
478,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Teler,34000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
479,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Lemon Tea,28000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
480,"Bakmi Naga, Sampoerna Square",Bakmie,"Sampoerna Strategic Square, Lantai Basement 1, Jl. Jenderal Sudirman, Sudirman, Jakarta",Es Selasi,26000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
