id,namaResto,jenisResto,alamatResto,namaProduk,hargaProduk,gambarProduk-src
1,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng Telor Dadar + Teh Pucuk,34000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
2,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng Telor Dadar + Teh Pucuk,34000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
3,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ayam Goreng Tanpa Nasi,20000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
4,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng,26000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
5,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng + Tahu Tempe,30000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
6,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Goreng + Sate Kulit,30000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
7,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ikan Lele Goreng,22000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
8,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ikan Lele Goreng Tanpa Nasi,17000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
9,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Telor Dadar,6000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
10,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Putih,7000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
11,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng + Telor Rebus,16000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
12,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng Double + Telor Rebus,22000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
13,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng Double + Telur Campur,22000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
14,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Indomie Goreng + Telur Campur,16000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
15,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Penyet Sambel Ijo + Tahu Tempe,30000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
16,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ayam Bakar,27000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
17,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ayam Bakar Tanpa Nasi,21000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
18,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Bebek Goreng + Nasi,38000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
19,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Bebek Goreng Tanpa Nasi,31000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
20,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Lele Bakar,24000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
21,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Lele Bakar Tanpa Nasi,18000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
22,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nila Goreng + Nasi,27000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
23,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nila Goreng Tanpa Nasi,21000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
24,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Ikan Kembung Goreng,26000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
25,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Ikan Kembung Goreng,20000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
26,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Kol Goreng,5000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
27,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sambal Bawang / Korek,22000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
28,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Teri,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
29,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Bandeng,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
30,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Telor,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
31,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Usus,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
32,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Telur Puyuh,5000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
33,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Kepala Ayam,7000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
34,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sayap Ayam,8000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
35,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Bakso Ikan,4500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
36,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Bakso Sapi,4500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
37,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Otak-Otak,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
38,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Sosis,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
39,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Scallop,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
40,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Ati Ampela,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
41,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Jamur,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
42,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kerang,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
43,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kikil,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
44,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tahu Bacem,2500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
45,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tempe Bacem,2500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
46,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tempe Goreng Tepung,2500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
47,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Tahu Goreng Tepung,2500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
48,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Krupuk Putih,2500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
49,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Krupuk Coklat,2500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
50,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Telor Dadar Bakar,7000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
51,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Telor Dadar Biasa,6000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
52,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Fishroll,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
53,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Orek Tempe,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
54,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kulit Ayam,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
55,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Bakwan,2500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
56,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Nasi Kucing Tongkol,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
57,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Kornet,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
58,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Sate Rolade,5500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
59,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Teh Manis,6000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
60,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Manis Panas,6000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
61,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Teh Tawar,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
62,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Tawar Panas,4000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
63,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Jeruk,10000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
64,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Jeruk Panas,10000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
65,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Pucuk,7000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
66,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Jeruk Nipis,10000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
67,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Jeruk Nipis Panas,10000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
68,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Nutrisari,7000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
69,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Wedang Jahe Panas,8000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
70,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Wedang Jahe,8000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
71,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Susu Jahe Panas,10000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
72,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Susu Jahe,10000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
73,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Teh Jahe Panas,9000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
74,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Es Teh Jahe,9000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
75,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Jossu Es,10000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
76,"Angkringan Jogja Lumintu, Prof Dr Satrio",Aneka nasi,"Jl. Prof Dr Satrio No. 275, Kuningan, Jakarta",Aqua 600ml,7000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
77,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Sate Domba Africa (Domba panggang),68000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
78,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Iga Domba Panggang,68000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
79,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Paket Hemat Nasi Domba,44200,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
80,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Sop Domba,42500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
81,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Pisang goreng Loco,23800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
82,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Pisang Cokelat keju,27200,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
83,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Paket Hemat Pisang Domba Panggang Africa,46800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
84,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Kari Domba (Lumb Curry),42500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
85,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Nasi goreng Domba Panggang,42500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
86,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Mie Goreng Domba Panggang,38300,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
87,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",3 Porsi Nasi Kebuli Domba Paggang,180000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
88,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",3 Porsi Nasi Goreng Domba Panggang,150000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
89,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",3 Porsi Domba Pangga Ala Africa,240000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
90,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",3 Porsi Paket Hemat Nasi Domba Panggang,156000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
91,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",3 Porsi Paket Hemat Pisang Domba Panggang,165000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
92,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",1 Porsi Pahe Nasi Domba Dan 1 Pahe Pisang Domba,107000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
93,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta","1 Porsi Kebuli Domba,1 Porsi Nasgor Domba, 1 Porsi Pahe Nasi Domba, 1 Porsi Pahe Pisang Domba",211000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
94,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Sate Domba Africa Free 1 Nasi Putih,80000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
95,Sate Domba Africa Haji Malik,Sate,"Jl. Prof Dr Satrio No. 284, Setiabudi, Jakarta",Sate Domba Africa (Domba panggang),68000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
